case,dx,k,prsl,ghtl,omg,tf,qvf,qcf,qif,uf,vf,qvftenz,thftenz,prsi,ghti
14,15000.0,27,4783B0FB,455C5664,BE9C0CCB,438FB41F,3C42927E,00000000,00000000,413CC3BF,00000000,32874DA8,378421D6,4781B970,45643E77
14,15000.0,28,4787981E,454CD4AA,BE96347D,43907E78,3C45F6A1,00000000,00000000,4134FB67,00000000,3289EA2C,3786AEAF,4785A886,45546E50
14,15000.0,29,478B6F1C,453DEC46,BE8FE16A,43914106,3C4871A9,00000000,00000000,412D7FC3,00000000,328C6CF5,37892267,478987B5,45453B05
14,15000.0,30,478F3572,452F969F,BE8922F7,4391FC1C,3C4A023A,00000000,00000000,41264DAE,00000000,328ED70F,378B7E05,478D5682,45369D88
14,15000.0,31,4792EA95,4521CDE4,BE8207E6,4392B003,3C4AA8D9,00000000,00000000,411F6257,00000000,3291296C,378DC273,47911463,45288FB6
14,15000.0,32,47968DEA,45148CF6,BE753CAC,43935CFA,3C4A67E9,00000000,00000000,4118BB52,00000000,329364DC,378FF07E,4794C0C7,451B0C11
14,15000.0,33,479A1ECA,4507CF6A,BE65E7CA,43940337,3C4943AB,00000000,00000000,41125684,00000000,32958A14,379208D7,47985B0D,450E0DDB
14,15000.0,34,479D9C7B,44F722E4,BE562B4E,4394A2E8,3C474242,00000000,00000000,410C3223,00000000,329799AF,37940C14,479BE286,450190F8
14,15000.0,35,47A10632,44DF9FC0,BE462075,43953C35,3C446BF2,00000000,00000000,41064CB7,00000000,32999429,3795FAB0,479F5670,44EB23D7
14,15000.0,36,47A45B0A,44C9103A,BE35DFC3,4395CF3C,3C40CAAA,00000000,00000000,4100A511,00000000,329B79E9,3797D50D,47A2B5F3,44D41BAA
14,15000.0,37,47A79A06,44B3705C,BE258129,43965C13,3C3C6A5F,00000000,00000000,40F674B4,00000000,329D4B37,37999B73,47A60021,44BE04CA
14,15000.0,38,47AAC205,449EBD7F,BE151C43,4396E2C7,3C375914,00000000,00000000,40EC1819,00000000,329F083F,379B4E0E,47A933EB,44A8DBEE
14,15000.0,39,47ADD1BE,448AF65F,BE04C88C,4397635B,3C31A6EF,00000000,00000000,40E23410,00000000,32A0B10D,379CECE7,47AC501F,44949F10
14,15000.0,40,47B0C7B3,4470BD2E,BDF09E61,4393DA49,3BDE1497,00000000,00000000,40D90E14,00000000,32A239F9,379E6C9D,47AF535C,44814DAE
14,15000.0,41,47B3A227,444DE7D7,BDD0CE20,43944B35,3BE6D36A,00000000,00000000,40D05E62,00000000,32A3AF0C,379FD8F2,47B23C0A,445EDEFF
14,15000.0,42,47B65F04,442CE61C,BDB1B580,4394B5FA,3BEF5845,00000000,00000000,40C827D2,00000000,32A50FCC,37A1316D,47B50844,443CF0AF
14,15000.0,43,47B8FBC1,440DC636,BD938B69,43951A5F,3BF7941E,00000000,00000000,40C06ED2,00000000,32A65B7C,37A27557,47B7B5C4,441CDB8A
14,15000.0,44,47BB7530,43E13BD2,BD6D1A6A,4395780D,3BFF74C6,00000000,00000000,40B93A18,00000000,32A790FA,37A3A394,47BA41BE,43FD61C5
14,15000.0,45,47BDC730,43AB1BE7,BD360591,4395CE80,3C0371A4,00000000,00000000,40B293B4,00000000,32A8AE97,37A4BA7F,47BCA8A3,43C515DF
14,15000.0,46,47BFEC14,4373218B,BD028BC5,43961CEE,3C06E09B,00000000,00000000,40AC8B37,00000000,32A9B1B6,37A5B78C,47BEE5BD,439121EF
14,15000.0,47,47C1DB71,431A7842,BCA745F5,43966208,3C09F0E6,00000000,00000000,40A73A73,00000000,32AA9603,37A6967E,47C0F26C,4343FF38
14,15000.0,48,47C386CA,429D1AC4,BC2B5789,43969B42,3C0C7ADE,00000000,00000000,40A2D38D,00000000,32AB5313,37A74F20,47C2C476,42E1E296
14,15000.0,49,47C4C68E,41B0A5E2,BB41B390,4396C000,3C0E005C,00000000,00000000,40A00000,00000000,32ABCC77,37A7C5AC,47C4491D,4230A5E2
15,15000.0,1,45C56DA0,46A9BC06,80000000,43758000,39A5A227,00000000,00000000,4235A49C,00000000,00000000,00000000,459C4000,46B59D4D
15,15000.0,2,460BBE28,4695963C,80000000,43758000,39694F6D,00000000,00000000,4224B5FB,00000000,00000000,00000000,45EE9B40,469DDAC0
15,15000.0,3,46347860,4686FBDE,80000000,43758000,39345DED,00000000,00000000,4217BC71,00000000,00000000,00000000,46202EB0,468D51B7
15,15000.0,4,465CE468,4676E988,80000000,43788492,39420EB0,00000000,00000000,420D1A1F,00000000,00000000,00000000,4648C210,4680A606
15,15000.0,5,46828094,4663ACB0,80000000,437C7BE3,39695007,00000000,00000000,42040966,00000000,00000000,00000000,467106C0,466C8704
15,15000.0,6,469666B6,465319B4,80000000,437FF16E,398822F7,00000000,00000000,41F8429B,00000000,00000000,00000000,468C7DC8,465AD25C
15,15000.0,7,46AA2402,464487A6,80000000,4381817A,399B6174,00000000,00000000,41EA3BA6,00000000,00000000,00000000,46A04FA4,464B610B
15,15000.0,8,46BDB7DA,46378694,80000000,4382E26D,39AE5502,00000000,00000000,41DDA0AC,00000000,00000000,00000000,46B3F860,463DAE40
15,15000.0,9,46D1219A,462BC84C,80000000,438422E2,39C0F4D7,00000000,00000000,41D22EC9,00000000,00000000,00000000,46C77754,46315EE7
15,15000.0,10,46E46098,462113EE,80000000,43854845,39D3E1AB,00000000,00000000,41C7B466,00000000,00000000,00000000,46DACBE0,462631B0
15,15000.0,11,46F7741C,46173EBE,80000000,438656BB,39FCE83B,00000000,00000000,41BE0B98,00000000,00000000,00000000,46EDF550,461BF62B
15,15000.0,12,47052DB5,460E27CC,80000000,43875181,3A13A500,00000000,00000000,41B516D0,00000000,00000000,00000000,47007974,46128752
15,15000.0,13,470E8AE0,4605B52C,80000000,43883B29,3A2964DC,00000000,00000000,41ACBE88,00000000,00000000,00000000,4709E1F6,4609C847
15,15000.0,14,4717D12A,45FBA424,80000000,438915C8,3A3F993A,00000000,00000000,41A4EFB2,00000000,00000000,00000000,471333CA,4601A210
15,15000.0,15,47210026,45ECDB26,80000000,4389E314,3A562B18,00000000,00000000,419D9AB3,00000000,00000000,00000000,471C6E89,45F40428
15,15000.0,16,472A1768,45DEF36C,80000000,438AA479,3A6D0656,00000000,00000000,4196B28A,00000000,00000000,00000000,472591C4,45E5B225
15,15000.0,17,47331678,45D1D5A4,80000000,438B5B27,3A820C6F,00000000,00000000,41902C54,00000000,00000000,00000000,472E9D0C,45D834B4
15,15000.0,18,473BFCDA,45C56E24,80000000,438C0821,3A8DA96E,00000000,00000000,4189FED3,00000000,00000000,00000000,47378FE4,45CB7694
15,15000.0,19,4744CA0D,45B9AC2E,80000000,438CAC44,3A995300,00000000,00000000,41842222,00000000,00000000,00000000,474069D0,45BF65B4
15,15000.0,20,474D7D88,45AE8169,80000000,438D4850,3AA502E1,00000000,00000000,417D1EE3,00000000,00000000,00000000,47492A4A,45B3F2A9
15,15000.0,21,475616BC,45A3E16E,80000000,438DDCE8,3AB0B313,00000000,00000000,417281BE,00000000,00000000,00000000,4751D0C6,45A91029
15,15000.0,22,475E9510,4599C17B,80000000,438E6A9C,3ABC5E4B,00000000,00000000,41686293,00000000,00000000,00000000,475A5CB1,459EB2B3
15,15000.0,23,4766F7E1,4590182C,80000000,438EF1EA,3AC7FFA6,00000000,00000000,415EB868,00000000,00000000,00000000,4762CD6E,4594D043
15,15000.0,24,476F3E84,4586DD43,80000000,438F7341,3AD392A5,00000000,00000000,41557B55,00000000,00000000,00000000,476B2254,458B6015
15,15000.0,25,47776842,457C12EE,80000000,438FEF03,3AE4E05A,00000000,00000000,414CA458,00000000,00000000,00000000,47735AB4,45825A71
15,15000.0,26,477F7458,456B2C9A,80000000,43906588,3AFF80D3,00000000,00000000,41442D2C,00000000,00000000,00000000,477B75D0,457370FA
15,15000.0,27,4783B0FB,455AFC1C,80000000,4390D71B,3B0D1946,00000000,00000000,413C1062,00000000,00000000,00000000,4781B970,4562E839
15,15000.0,28,4787981E,454B7772,80000000,43914400,3B1A7317,00000000,00000000,4134492A,00000000,00000000,00000000,4785A886,45531000
15,15000.0,29,478B6F1C,453C95B2,80000000,4391AC73,3B27C68F,00000000,00000000,412CD334,00000000,00000000,00000000,478987B5,4543DEE4
15,15000.0,30,478F3572,452E4EFE,80000000,439210AA,3B350C9B,00000000,00000000,4125AABE,00000000,00000000,00000000,478D5682,45354C80
15,15000.0,31,4792EA95,45209C60,80000000,439270D2,3B423E36,00000000,00000000,411ECC6D,00000000,00000000,00000000,47911463,4527517C
15,15000.0,32,47968DEA,451377B2,80000000,4392CD16,3B4F54C0,00000000,00000000,41183550,00000000,00000000,00000000,4794C0C7,4519E744
15,15000.0,33,479A1ECA,4506DB96,80000000,43932598,3B5C4952,00000000,00000000,4111E2D7,00000000,00000000,00000000,47985B0D,450D081F
15,15000.0,34,479D9C7B,44F586CC,80000000,43937A79,3B69156A,00000000,00000000,410BD2D1,00000000,00000000,00000000,479BE286,4500AF0C
15,15000.0,35,47A10632,44DE565B,80000000,4393CBD1,3B75B1F4,00000000,00000000,41060362,00000000,00000000,00000000,479F5670,44E9AF7F
15,15000.0,36,47A45B0A,44C81F3E,80000000,439419B6,3B810C07,00000000,00000000,41007304,00000000,00000000,00000000,47A2B5F3,44D2FD37
15,15000.0,37,47A79A06,44B2DC32,80000000,43946438,3B872024,00000000,00000000,40F64117,00000000,00000000,00000000,47A60021,44BD4145
15,15000.0,38,47AAC205,449E895B,80000000,4394AB64,3B8D1195,00000000,00000000,40EC1651,00000000,00000000,00000000,47A933EB,44A87720
15,15000.0,39,47ADD1BE,448B2452,80000000,4394EF3E,3B92DC06,00000000,00000000,40E264E4,00000000,00000000,00000000,47AC501F,44949B96
15,15000.0,40,47B0C7B3,447158D0,80000000,43952FC5,3B95D134,00000000,00000000,40D92CEF,00000000,00000000,00000000,47AF535C,4481AD0D
15,15000.0,41,47B3A227,444E459D,80000000,43956CF3,3B97C23F,00000000,00000000,40D06F8A,00000000,00000000,00000000,47B23C0A,445F5786
15,15000.0,42,47B65F04,442D15B6,80000000,4395A6B7,3B999994,00000000,00000000,40C82F08,00000000,00000000,00000000,47B50844,443D33B4
15,15000.0,43,47B8FBC1,440DD551,80000000,4395DCF5,3B9B556A,00000000,00000000,40C06F57,00000000,00000000,00000000,47B7B5C4,441CF7B7
15,15000.0,44,47BB7530,43E13086,80000000,43960F81,3B9CF351,00000000,00000000,40B936AF,00000000,00000000,00000000,47BA41BE,43FD65D5
15,15000.0,45,47BDC730,43AAFAC1,80000000,43963E1A,3B9E7019,00000000,00000000,40B28EA1,00000000,00000000,00000000,47BCA8A3,43C4FB36
15,15000.0,46,47BFEC14,4372D325,80000000,43966854,3B9FC697,00000000,00000000,40AC8641,00000000,00000000,00000000,47BEE5BD,4390FA4C
15,15000.0,47,47C1DB71,431A3550,80000000,43968D80,3BA0EED3,00000000,00000000,40A736D8,00000000,00000000,00000000,47C0F26C,4343B1B2
15,15000.0,48,47C386CA,429CC901,80000000,4396AC43,3BA1D8BF,00000000,00000000,40A2D1ED,00000000,00000000,00000000,47C2C476,42E171DC
15,15000.0,49,47C4C68E,41B0404B,80000000,4396C000,3BA2498F,00000000,00000000,40A00000,00000000,00000000,00000000,47C4491D,4230404B
16,15000.0,1,45C56DA0,46B52DAE,80000000,4386C000,3CF3FB6E,00000000,00000000,423FEEE3,00000000,00000000,00000000,459C4000,46C27412
16,15000.0,2,460BBE28,469EB723,80000000,4386C000,3CA866BC,00000000,00000000,422D1DB0,00000000,00000000,00000000,45EE9B40,46A7E749
16,15000.0,3,46347860,468E81C2,80000000,4386C000,3C80CBBE,00000000,00000000,421EBCF6,00000000,00000000,00000000,46202EB0,469586FD
16,15000.0,4,465CE468,4681CEA4,80000000,4386DC94,3C547A91,00000000,00000000,42131B64,00000000,00000000,00000000,4648C210,46877C88
16,15000.0,5,46828094,466EA316,80000000,438817C4,3C57D332,00000000,00000000,420941E2,00000000,00000000,00000000,467106C0,4678417E
16,15000.0,6,469666B6,465CAD39,80000000,4389291A,3C5ABB39,00000000,00000000,4200B72E,00000000,00000000,00000000,468C7DC8,466504AD
16,15000.0,7,46AA2402,464CF8F6,80000000,438A1A5C,3C5D43BC,00000000,00000000,41F25A45,00000000,00000000,00000000,46A04FA4,465455C5
16,15000.0,8,46BDB7DA,463F05E6,80000000,438AF233,3C5F7BA8,00000000,00000000,41E4DCD1,00000000,00000000,00000000,46B3F860,46459C27
16,15000.0,9,46D1219A,46327ABD,80000000,438BB563,3C616FE7,00000000,00000000,41D8A9D1,00000000,00000000,00000000,46C77754,46386FA4
16,15000.0,10,46E46098,462716CD,80000000,438C6770,3C632AC1,00000000,00000000,41CD88FA,00000000,00000000,00000000,46DACBE0,462C85D6
16,15000.0,11,46F7741C,461CA964,80000000,438D0B12,3C6B3B63,00000000,00000000,41C34EDE,00000000,00000000,00000000,46EDF550,4621A7C4
16,15000.0,12,47052DB5,46130CC8,80000000,438DA266,3C79E292,00000000,00000000,41B9D9A5,00000000,00000000,00000000,47007974,4617AB04
16,15000.0,13,470E8AE0,460A23A4,80000000,438E2F0F,3C83CDA8,00000000,00000000,41B10F17,00000000,00000000,00000000,4709E1F6,460E6E8B
16,15000.0,14,4717D12A,4601D6D2,80000000,438EB260,3C8A3FA9,00000000,00000000,41A8DA04,00000000,00000000,00000000,471333CA,4605D8BC
16,15000.0,15,47210026,45F4270C,80000000,438F2D6E,3C905203,00000000,00000000,41A1291A,00000000,00000000,00000000,471C6E89,45FBA9D0
16,15000.0,16,472A1768,45E59485,80000000,438FA121,3C960DF7,00000000,00000000,4199EDF6,00000000,00000000,00000000,472591C4,45ECA447
16,15000.0,17,47331678,45D7DC44,80000000,43900E37,3C9B7B1A,00000000,00000000,41931C8E,00000000,00000000,00000000,472E9D0C,45DE84C3
16,15000.0,18,473BFCDA,45CAE894,80000000,43907555,3CA0A046,00000000,00000000,418CAAB2,00000000,00000000,00000000,47378FE4,45D133C6
16,15000.0,19,4744CA0D,45BEA700,80000000,4390D705,3CA5833A,00000000,00000000,41868FAD,00000000,00000000,00000000,474069D0,45C49D62
16,15000.0,20,474D7D88,45B307BC,80000000,439133C0,3CAA2923,00000000,00000000,4180C406,00000000,00000000,00000000,47492A4A,45B8B09D
16,15000.0,21,475616BC,45A7FD2A,80000000,43918BEC,3CAE9657,00000000,00000000,4176828A,00000000,00000000,00000000,4751D0C6,45AD5EDB
16,15000.0,22,475E9510,459D7B7C,80000000,4391DFE3,3CB2CEC5,00000000,00000000,416C0394,00000000,00000000,00000000,475A5CB1,45A29B7A
16,15000.0,23,4766F7E1,45937865,80000000,43922FF5,3CB6D604,00000000,00000000,41620154,00000000,00000000,00000000,4762CD6E,45985B7E
16,15000.0,24,476F3E84,4589EADF,80000000,43927C67,3CBAAF2B,00000000,00000000,41587325,00000000,00000000,00000000,476B2254,458E954C
16,15000.0,25,47776842,4580CB00,80000000,4392C574,3CBE1D1B,00000000,00000000,414F5176,00000000,00000000,00000000,47735AB4,45854072
16,15000.0,26,477F7458,4570240C,80000000,43930B50,3CBE7042,00000000,00000000,41469604,00000000,00000000,00000000,477B75D0,4578AB1A
16,15000.0,27,4783B0FB,455F73E6,80000000,43934E2A,3CBEBCC4,00000000,00000000,413E3AC8,00000000,00000000,00000000,4781B970,45679CFE
16,15000.0,28,4787981E,454F7A77,80000000,43938E2D,3CBF0329,00000000,00000000,41363A6F,00000000,00000000,00000000,4785A886,45574ACE
16,15000.0,29,478B6F1C,45402DE4,80000000,4393CB7E,3CBF43CA,00000000,00000000,412E9036,00000000,00000000,00000000,478987B5,4547AA20
16,15000.0,30,478F3572,45318574,80000000,43940640,3CBF7F3B,00000000,00000000,412737F0,00000000,00000000,00000000,478D5682,4538B1A8
16,15000.0,31,4792EA95,4523796E,80000000,43943E91,3CBFB5D4,00000000,00000000,41202DE2,00000000,00000000,00000000,47911463,452A5940
16,15000.0,32,47968DEA,451602FC,80000000,4394748A,3CBFE7CF,00000000,00000000,41196EC7,00000000,00000000,00000000,4794C0C7,451C999C
16,15000.0,33,479A1ECA,45091C24,80000000,4394A842,3CC01573,00000000,00000000,4112F7C4,00000000,00000000,00000000,47985B0D,450F6C5C
16,15000.0,34,479D9C7B,44F97F60,80000000,4394D9CD,3CC03F08,00000000,00000000,410CC661,00000000,00000000,00000000,479BE286,4502CBEB
16,15000.0,35,47A10632,44E1D253,80000000,4395093C,3CC064C5,00000000,00000000,4106D882,00000000,00000000,00000000,479F5670,44ED66E9
16,15000.0,36,47A45B0A,44CB299A,80000000,4395369D,3CC086D8,00000000,00000000,41012C68,00000000,00000000,00000000,47A2B5F3,44D63DBD
16,15000.0,37,47A79A06,44B57F1C,80000000,439561FA,3CC0A552,00000000,00000000,40F7816A,00000000,00000000,00000000,47A60021,44C01577
16,15000.0,38,47AAC205,44A0CE39,80000000,43958B5D,3CC0C07C,00000000,00000000,40ED28CD,00000000,00000000,00000000,47A933EB,44AAE8C2
16,15000.0,39,47ADD1BE,448D13D8,80000000,4395B2C9,3CC0D83F,00000000,00000000,40E34DD2,00000000,00000000,00000000,47AC501F,4496B3B0
16,15000.0,40,47B0C7B3,44749D19,80000000,4395D83F,3CC0EC9F,00000000,00000000,40D9F02E,00000000,00000000,00000000,47AF535C,448373FF
16,15000.0,41,47B3A227,4450FDA6,80000000,4395FBBD,3CC0FDB1,00000000,00000000,40D110AA,00000000,00000000,00000000,47B23C0A,44625234
16,15000.0,42,47B65F04,442F4EF6,80000000,43961D3B,3CC10B62,00000000,00000000,40C8B15E,00000000,00000000,00000000,47B50844,443FA917
16,15000.0,43,47B8FBC1,440F9C70,80000000,43963CA8,3CC11553,00000000,00000000,40C0D606,00000000,00000000,00000000,47B7B5C4,441EF4D6
16,15000.0,44,47BB7530,43E3F262,80000000,439659ED,3CC11B42,00000000,00000000,40B984B2,00000000,00000000,00000000,47BA41BE,44004409
16,15000.0,45,47BDC730,43AD0709,80000000,439674E5,3CC11CAE,00000000,00000000,40B2C6D5,00000000,00000000,00000000,47BCA8A3,43C75CB2
16,15000.0,46,47BFEC14,4375ACD7,80000000,43968D52,3CC11857,00000000,00000000,40ACAB74,00000000,00000000,00000000,47BEE5BD,4392B160
16,15000.0,47,47C1DB71,431BFC84,80000000,4396A2D0,3CC10C56,00000000,00000000,40A74BE9,00000000,00000000,00000000,47C0F26C,4345F6EE
16,15000.0,48,47C386CA,429E912A,80000000,4396B498,3CC0F3D4,00000000,00000000,40A2DA0D,00000000,00000000,00000000,47C2C476,42E40432
16,15000.0,49,47C4C68E,41B23C43,80000000,4396C000,3CC0B759,00000000,00000000,40A00000,00000000,00000000,00000000,47C4491D,42323C43
17,15000.0,1,45C56DA0,468C9EEA,80000000,43508000,37A9DA03,00000000,00000000,4219AA76,00000000,00000000,00000000,459C4000,4696B55E
17,15000.0,2,460BBE28,46770652,80000000,43508000,376FF454,00000000,00000000,420B4996,00000000,00000000,00000000,45EE9B40,46828877
17,15000.0,3,46347860,465E3928,80000000,43508000,3739CC53,00000000,00000000,420044EB,00000000,00000000,00000000,46202EB0,4668FBB7
17,15000.0,4,465CE468,464AC06A,80000000,43508000,3717CBB2,00000000,00000000,41EEB269,00000000,00000000,00000000,4648C210,4653769A
17,15000.0,5,46828094,463ABAF2,80000000,43508000,37007733,00000000,00000000,41DFBA08,00000000,00000000,00000000,467106C0,46420A3A
17,15000.0,6,469666B6,462D21AA,80000000,43508000,36DEEF9A,00000000,00000000,41D2D8BD,00000000,00000000,00000000,468C7DC8,46336BAB
17,15000.0,7,46AA2402,46215474,80000000,43508000,36C6E390,00000000,00000000,41C78E97,00000000,00000000,00000000,46A04FA4,4626D7A8
17,15000.0,8,46BDB7DA,4616EA77,80000000,43508000,36D7530B,00000000,00000000,41BD84CC,00000000,00000000,00000000,46B3F860,461BD13F
17,15000.0,9,46D1219A,460D949E,BC267761,4351B970,3704E29F,00000000,00000000,41B4702D,00000000,3007FB21,3504CB3E,46C77754,461203AF
17,15000.0,10,46E46098,46051135,BD414A92,435498A8,3746F7EF,00000000,00000000,41AC155F,00000000,30E378C0,35DE23EC,46DACBE0,4609258C
17,15000.0,11,46F7741C,45FA6B96,BDCFE8B7,4357417A,378DB744,00000000,00000000,41A458CC,00000000,313B93AA,36372E34,46EDF550,4600FCDE
17,15000.0,12,47052DB5,45EBD4AD,BE1F464D,4359BB58,37C20771,00000000,00000000,419D24D3,00000000,318029A1,367A514E,47007974,45F2DD6F
17,15000.0,13,470E8AE0,45DE37AA,BE54C7BC,435C0C33,380099DE,00000000,00000000,41966826,00000000,31A05017,369C8E36,4709E1F6,45E4CBEB
17,15000.0,14,4717D12A,45D175F1,BE83AA16,435E38E1,3825F34B,00000000,00000000,419014B8,00000000,31BE804E,36BA094C,471333CA,45D7A36A
17,15000.0,15,47210026,45C5767C,BE9B0A21,4360455A,38515694,00000000,00000000,418A1EFA,00000000,31DAF16D,36D5CFC5,471C6E89,45CB4878
17,15000.0,16,472A1768,45BA2494,BEB03836,436234F1,38817E5E,00000000,00000000,41847D44,00000000,31F5D18E,36F00EA4,472591C4,45BFA481
17,15000.0,17,47331678,45AF6EE0,BEC30297,43640A6E,389D884C,00000000,00000000,417E4EF2,00000000,3207A3AF,370475D9,472E9D0C,45B4A4A8
17,15000.0,18,473BFCDA,45A546B3,BED34C98,4365C834,38BCD874,00000000,00000000,41742D5F,00000000,3213B9F1,37104395,47378FE4,45AA3918
17,15000.0,19,4744CA0D,459B9F87,BEE10A8F,43677049,38DF77AB,00000000,00000000,416A89FC,00000000,321F39A5,371B7E4B,474069D0,45A0544E
17,15000.0,20,474D7D88,45926E99,BEEC3E3D,4369046F,3902B488,00000000,00000000,41615A92,00000000,322A2EFF,372631E5,47492A4A,4596EAC0
17,15000.0,21,475616BC,4589AA97,BEF4F3F8,436A862D,39175522,00000000,00000000,41589642,00000000,3234A490,373068B4,4751D0C6,458DF272
17,15000.0,22,475E9510,45814B66,BEFB4042,436BF6D6,392D99AD,00000000,00000000,41503550,00000000,323EA394,373A2BBE,475A5CB1,458562BC
17,15000.0,23,4766F7E1,457293E0,BEFF3DC7,436D5796,39457BD4,00000000,00000000,414830F6,00000000,32483421,374382E8,4762CD6E,457A6820
17,15000.0,24,476F3E84,45633FF4,BF0085EA,436EA972,395EF2A6,00000000,00000000,41408338,00000000,32515D5B,374C752A,476B2254,456ABF9F
17,15000.0,25,47776842,4554900E,BF006674,436FED54,3979F325,00000000,00000000,413926D4,00000000,325A2586,375508A4,47735AB4,455BC049
17,15000.0,26,477F7458,45467A79,BEFEA5C9,43712408,398B37EB,00000000,00000000,4132171A,00000000,32629239,375D42CB,477B75D0,454D5FD4
17,15000.0,27,4783B0FB,4538F69A,BEFABC7A,43724E44,399A2C90,00000000,00000000,412B4FEA,00000000,326AA861,3765286E,4781B970,453F951E
17,15000.0,28,4787981E,452BFCD4,BEF537B3,43736CA9,39A9CEA9,00000000,00000000,4124CD9C,00000000,32726C5C,376CBDD1,4785A886,45325815
17,15000.0,29,478B6F1C,451F8665,BEEE3E3D,43747FC8,39BA1477,00000000,00000000,411E8CE9,00000000,3279E211,377406C4,478987B5,4525A193
17,15000.0,30,478F3572,45138D53,BEE5F68A,4375881D,39CAF2DE,00000000,00000000,41188AFA,00000000,32808673,377B0698,478D5682,45196B37
17,15000.0,31,4792EA95,45080C57,BEDC8673,43768619,39DC5E01,00000000,00000000,4112C53F,00000000,3283F7F2,3780E023,47911463,450DAF6F
17,15000.0,32,47968DEA,44F9FD95,BED212E4,43777A1D,39EE48C7,00000000,00000000,410D3984,00000000,328746D9,37841B30,4794C0C7,4502693F
17,15000.0,33,479A1ECA,44E4C148,BEC6BFC6,4378647E,3A005287,00000000,00000000,4107E5DC,00000000,328A744D,37873593,47985B0D,44EF28AC
17,15000.0,34,479D9C7B,44D05CD0,BEBAAFD9,43794584,3A09B1BA,00000000,00000000,4102C8A3,00000000,328D8149,378A3041,479BE286,44DA59E4
17,15000.0,35,47A10632,44BCCA50,BEAE04B7,437A1D6B,3A1339AA,00000000,00000000,40FBC0F8,00000000,32906E9C,378D0C04,479F5670,44C65FBD
17,15000.0,36,47A45B0A,44AA04F2,BEA0DEC6,437AEC63,3A1CE158,00000000,00000000,40F25894,00000000,32933CF0,378FC982,47A2B5F3,44B334E3
17,15000.0,37,47A79A06,449808F4,BE935D57,437BB291,3A269F0A,00000000,00000000,40E9567C,00000000,3295ECC2,37926935,47A60021,44A0D500
17,15000.0,38,47AAC205,4486D3BA,BE859EC6,437C700C,3A306816,00000000,00000000,40E0B9A0,00000000,32987E62,3794EB6B,47A933EB,448F3CE9
17,15000.0,39,47ADD1BE,446CC7B2,BE6F8173,437D24DD,3A386437,00000000,00000000,40D8819D,00000000,329AF1EE,37975042,47AC501F,447CD516
17,15000.0,40,47B0C7B3,444D7275,BE53C022,437DD0FC,3A40176F,00000000,00000000,40D0AEC0,00000000,329D474E,379997A2,47AF535C,445CBA4D
17,15000.0,41,47B3A227,442FAA9E,BE383311,437E744F,3A47A282,00000000,00000000,40C94236,00000000,329F7E2A,379BC135,47B23C0A,443E2A9D
17,15000.0,42,47B65F04,441376E0,BE1D146F,437F0EA7,3A4EFA6A,00000000,00000000,40C23E3E,00000000,32A195D5,379DCC52,47B50844,44212AA0
17,15000.0,43,47B8FBC1,43F1C55B,BE02A063,437F9FB2,3A561203,00000000,00000000,40BBA675,00000000,32A38D3C,379FB7EC,47B7B5C4,4405C321
17,15000.0,44,47BB7530,43BFFFD8,BDD22EA9,4380137B,3A5CD9C3,00000000,00000000,40B5806A,00000000,32A562B6,37A18265,47BA41BE,43D80474
17,15000.0,45,47BDC730,4391D3BC,BDA18318,438051DE,3A633E58,00000000,00000000,40AFD483,00000000,32A713C1,37A3294B,47BCA8A3,43A7FB3B
17,15000.0,46,47BFEC14,434F2A10,BD67D717,43808A72,3A6925DA,00000000,00000000,40AAAFD9,00000000,32A89C77,37A4A8CC,47BEE5BD,4377587A
17,15000.0,47,47C1DB71,43039858,BD149BBD,4380BC45,3A6E69C2,00000000,00000000,40A62842,00000000,32A9F654,37A5FA8E,47C0F26C,4326FBA5
17,15000.0,48,47C386CA,4285D223,BC984645,4380E585,3A72C6D3,00000000,00000000,40A26843,00000000,32AB14A8,37A7122C,47C2C476,42C06A14
17,15000.0,49,47C4C68E,41967464,BBAC2D1F,43810000,3A7565D0,00000000,00000000,40A00000,00000000,32ABCC77,37A7C5AC,47C4491D,42167464
18,15000.0,1,45C56DA0,4692427E,80000000,43560000,3882951A,00000000,00000000,421F2ADC,00000000,00000000,00000000,459C4000,469C9D23
18,15000.0,2,460BBE28,4680B31B,80000000,43560000,383877E9,00000000,00000000,421068D1,00000000,00000000,00000000,45EE9B40,4687E7DA
18,15000.0,3,46347860,4667F175,80000000,43560000,380ED4C3,00000000,00000000,420519B4,00000000,00000000,00000000,46202EB0,4672FCB7
18,15000.0,4,465CE468,4653F528,80000000,43560000,37E9613F,00000000,00000000,41F7E372,00000000,00000000,00000000,4648C210,465CE633
18,15000.0,5,46828094,46438374,80000000,43560000,37C5822D,00000000,00000000,41E885EF,00000000,00000000,00000000,467106C0,464B041D
