case,dx,k,pten,pqen,pqsen,ptenh,pqenh,paph,pap,pgeoh,pmfu,pmfd,pmfus,pmfds,pmfuq,pmfdq,pmful,pdmfup,pdmfdp,plglac_in,plude_in,pmfdde_rate_in
13,27000.0,33,4394F70A,3C70AB7D,3CCCBBDF,43947FAE,3C749D9E,47985B0D,479A1ECA,46AF703F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,34,43959806,3C7018E2,3CD7E655,439524B5,3C74CBB9,479BE286,479D9C7B,46A00097,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,35,43963293,3C6EAB96,3CE310D4,4395C34D,3C741772,479F5670,47A10632,46912C41,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,36,4396C6CE,3C6C6C73,3CEE323C,43965B98,3C72881A,47A2B5F3,47A45B0A,4682EFB6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,37,439754CE,3C696672,3CF94157,4396EDB1,3C7026A7,47A60021,47A79A06,466A9042,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,38,4397DCA1,3C65A687,3D021A1A,439779A7,3C6CFDCA,47A933EB,47AAC205,465066FF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,39,43985E48,3C613B6C,3D077FE8,4397FF86,3C691A87,47AC501F,47ADD1BE,4637612F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,40,4398D9CA,3C666F72,3D0CCD29,43987F48,3C648B48,47AF535C,47B0C7B3,461F7E3C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,41,43944AC7,3C02D1E8,3CA185CC,4398F8F4,3C699ABA,47B23C0A,47B3A227,4608BD3C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,42,4394B59E,3C079CE1,3CA75A64,43946C59,3C05756E,47B50844,47B65F04,45E7D886,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,43,43951A13,3C0C3E0F,3CACFA80,4394D50E,3C0A1FBF,47B7B5C4,47B8FBC1,45C07AE6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,44,439577D1,3C10AB73,3CB25A23,4395375E,3C0E9E05,47BA41BE,47BB7530,459B76E4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,45,4395CE53,3C14D82B,3CB769E9,439592ED,3C12E5B3,47BCA8A3,47BDC730,4571D966,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,46,43961CD0,3C18B34D,3CBC1599,4395E728,3C16E8E9,47BEE5BD,47BFEC14,45321920,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,47,439661F6,3C1C23A8,3CC03EF6,43963330,3C1A94F3,47C0F26C,47C1DB71,44F084A4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,48,43969B3B,3C1EFD0F,3CC3B0EE,439695E9,3C1C23A8,47C2C476,47C386CA,448A9949,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,49,4396C000,3C20B214,3CC5C0E4,4396A460,3C20B214,47C4491D,47C4C68E,43D8C6DC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,1,434D8000,37A8FFF8,380E1A9C,434D8000,37A8FFF8,459C4000,45C56DA0,484B8906,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,2,434D8000,376EC1A3,37C8C349,435997E4,39111644,45EE9B40,460BBE28,483326B0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,3,43506910,3789AD0A,37EDECF8,435604D2,387D8A23,46202EB0,46347860,48222E39,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,4,4357EA9C,38145CD7,3889DE55,435707F8,385B3603,4648C210,465CE468,4814FDE3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,5,435E6766,38889F9E,39077AE8,435D647B,38C27BBC,467106C0,46828094,4809EDCB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,6,43642120,38E1BF44,396D4CA7,43630A7B,391BBE1B,468C7DC8,469666B6,48005E08,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,7,436942CF,392C5A5D,39BEF9A3,43681C81,3966DC75,46A04FA4,46AA2402,47EFDB85,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,8,436DEA3C,3977EF49,3A101AB7,436CB5B2,39A1405A,46B3F860,46BDB7DA,47E0BB25,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,9,43722CF3,39AA3AE3,3A4EC00F,4370EB06,39D71876,46C77754,46D1219A,47D30328,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,10,43761B12,39F328F1,3A8E687D,4374CCDF,3A0A553E,46DACBE0,46E46098,47C6740B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,11,4379C104,3A3633FD,3ABDC18C,4378680B,3A35CD1E,46EDF550,46F7741C,47BADE48,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,12,437D2886,3A814F54,3AF6D208,437BC5E3,3A78F6FF,47007974,47052DB5,47B01D48,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,13,43802CB5,3AB008BF,3B1DAAC0,437EECAA,3AA620E8,4709E1F6,470E8AE0,47A61450,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,14,4381AD04,3AE7CAE6,3B459913,4380F3BE,3AD79E8F,471333CA,4717D12A,479CAC5C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,15,438317D2,3B148126,3B72DA3A,43825DD1,3B08B9C1,471C6E89,47210026,4793D2AD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,16,43846F4D,3B3A0199,3B9264FB,4383B691,3B2A0B78,472591C4,472A1768,478B77D0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,17,4385B54F,3B648619,3BAD3F9D,4384FF8F,3B4FF6CF,472E9D0C,47331678,47838ED7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,18,4386EB6A,3B8A11B5,3BC968BA,43863A20,3B7AA38B,47378FE4,473BFCDA,477819C6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,19,438812F9,3BA47272,3BE63066,43876762,3B9515C8,474069D0,4744CA0D,4769D155,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,20,43892D25,3BC16631,3C01901D,438887FB,3BAF4046,47492A4A,474D7D88,475C3474,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,21,438A3AF3,3BE0E9E3,3C10A49F,438999AD,3BCC0A13,4751D0C6,475616BC,474F3562,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,22,438B3D44,3C017B1C,3C206455,438A9F49,3BEB70D9,475A5CB1,475E9510,4742C82E,3D0F86FA,00000000,46339FCF,00000000,39913013,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,23,438C34DE,3C13C00C,3C30C4F4,438B9A53,3C06ACD8,4762CD6E,4766F7E1,4736E26B,3D0F86FA,00000000,46339FD0,00000000,39913013,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,24,438D2271,3C273C9E,3C41BC06,438C8B6D,3C18DD5A,476B2254,476F3E84,472B7AF9,3D0D7919,00000000,46307E10,00000000,39A34D56,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,25,438E068B,3C370D4E,3C533D78,438D732D,3C2C436C,47735AB4,47776842,472089C5,3D0ABD35,00000000,462C8DFE,00000000,39B5448F,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,26,438EE19E,3C3C197A,3C653B4E,438E5208,3C3BFB95,477B75D0,477F7458,4716083A,3D07692C,00000000,4627EBF5,00000000,39C1A670,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,27,438FB41F,3C4049E6,3C77A8FD,438F2857,3C40ED24,4781B970,4783B0FB,470BF12E,3D039506,00000000,4622B6A4,00000000,39C15D11,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,28,43907E78,3C43999B,3C853D00,438FF684,3C4501C8,4785A886,4787981E,47023F28,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,29,43914106,3C460579,3C8ED0AF,4390BCEB,3C4834C1,478987B5,478B6F1C,46F1DA9E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,30,4391FC1C,3C478C61,3C9888FE,43917BDD,3C4A831F,478D5682,478F3572,46DFEE9D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,31,4392B003,3C482EF4,3CA25F34,439233A0,3C4BEBDD,47911463,4792EA95,46CEB2CA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,32,43935CFA,3C47EF98,3CAC4C53,4392E475,3C4C6FCC,4794C0C7,47968DEA,46BE2066,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,33,43940337,3C46D26C,3CB64926,43938E93,3C4C115C,47985B0D,479A1ECA,46AE31A2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,34,4394A2E8,3C44DD55,3CC04E37,43943227,3C4AD49A,479BE286,479D9C7B,469EE173,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,35,43953C35,3C421840,3CCA53FA,4394CF5C,3C48BF95,479F5670,47A10632,46902B93,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,36,4395CF3C,3C3E8CA9,3CD45251,43956651,3C45DA0A,47A2B5F3,47A45B0A,46820C7C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,37,43965C13,3C3A45FB,3CDE40C2,4395F720,3C422DC3,47A60021,47A79A06,466902AD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,38,4396E2C7,3C3551A2,3CE81633,439681DA,3C3DC5AF,47A933EB,47AAC205,464F1040,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,39,4397635B,3C2FBF18,3CF1C8EA,43970686,3C38AF4E,47AC501F,47ADD1BE,46363F36,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,40,4393DA49,3BDC95DF,3C9B9073,43978525,3C32F9FE,47AF535C,47B0C7B3,461E8EF0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,41,43944B35,3BE53613,3CA18E42,4393FE01,3BE21A03,47B23C0A,47B3A227,4608A5D9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,42,4394B5FA,3BED9BF8,3CA761AF,43946CC4,3BEA7C3B,47B50844,47B65F04,45E7B01A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,43,43951A5F,3BF5B8D7,3CAD00B1,4394D566,3BF2A0B4,47B7B5C4,47B8FBC1,45C058BB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,44,4395780D,3BFD7AE3,3CB25F29,439537A6,3BFA77D3,47BA41BE,47BB7530,459B5AD4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,45,4395CE80,3C0265D4,3CB76DC1,43959326,3C00F744,47BCA8A3,47BDC730,4571AD10,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,46,43961CEE,3C05C6AE,3CBC1837,4395E752,3C047616,47BEE5BD,47BFEC14,4531F803,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,47,43966208,3C08CA12,3CC04090,4396334D,3C07A7EA,47C0F26C,47C1DB71,44F0575D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,48,43969B42,3C0B4922,3CC3B18E,439695F1,3C08CA12,47C2C476,47C386CA,448A7EED,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
14,27000.0,49,4396C000,3C0CC7FF,3CC5C0E4,4396A466,3C0CC7FF,47C4491D,47C4C68E,43D89D56,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,1,43758000,39A594C3,3B9B2AD4,43758000,39A594C3,459C4000,45C56DA0,485EB46A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,2,43758000,39694225,3B5B08DD,437C404A,3B539994,45EE9B40,460BBE28,484191AF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,3,43758000,393455FC,3B2986C5,437AFD8B,3AFE7877,46202EB0,46347860,482D4AED,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,4,43788492,3942057F,3B3C1C68,437A2F95,3AAC4520,4648C210,465CE468,481DC159,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,5,437C7BE3,396942BD,3B6BEAF1,437C4D18,3A95FDE2,467106C0,46828094,48110558,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,6,437FF16E,398819EB,3B8FCFD5,437F7F77,3A933356,468C7DC8,469666B6,48062A42,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,7,4381817A,399B55AB,3BAAF104,43813666,3A913097,46A04FA4,46AA2402,47F964C3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,8,4382E26D,39AE462D,3BC69E26,43828ED0,3A8F8EAB,46B3F860,46BDB7DA,47E8988E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,9,438422E2,39C0E2AB,3BE233E0,4383CC7F,3A8E427B,46C77754,46D1219A,47D98037,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,10,43854845,39D3CBC2,3BFD25BE,4384F2A9,3A8D4447,46DACBE0,46E46098,47CBCBA7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,11,438656BB,39FCC903,3C0B7ED7,4386041C,3A8CB100,46EDF550,46F7741C,47BF3F77,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,12,43875181,3A138FB9,3C17ACBC,4387034A,3A91EDB9,47007974,47052DB5,47B3AE42,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,13,43883B29,3A2948DB,3C22F405,4387F224,3A979C64,4709E1F6,470E8AE0,47A8F4A2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,14,438915C8,3A3F7567,3C2D5B15,4388D150,3A9CFD4E,471333CA,4717D12A,479EF669,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,15,4389E314,3A55FE57,3C37736F,4389A06E,3AA42DDC,471C6E89,47210026,47959CCA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,16,438AA479,3A6CCF85,3C414EA8,438A635E,3AAC0EBC,472591C4,472A1768,478CD511,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,17,438B5B27,3A81EB6F,3C4AED7D,438B1BB3,3AB45D02,472E9D0C,47331678,47848FAD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,18,438C0821,3A8D8247,3C5450E8,438BCA61,3ABD051F,47378FE4,473BFCDA,47797F2B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,19,438CAC44,3A992523,3C5D79E4,438C703E,3AC5F71F,474069D0,4744CA0D,476AB370,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,20,438D4850,3AA4CDC3,3C666993,438D0E03,3ACF258B,47492A4A,474D7D88,475CA93F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,21,438DDCE8,3AB0762C,3C6F20BA,438DA453,3AD88483,4751D0C6,475616BC,474F504C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,22,438E6A9C,3ABC1917,3C77A049,438E33BA,3AE20904,475A5CB1,475E9510,47429A7E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,23,438EF1EA,3AC7B1A5,3C7FE929,438EBCB4,3AEBA96F,4762CD6E,4766F7E1,47367B8B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,24,438F7341,3AD33B5B,3C83FE22,438F3FAE,3AF55DFD,476B2254,476F3E84,472AE8B4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,25,438FEF03,3AE47A38,3C87ED31,438FBD09,3AFF1DBB,47735AB4,47776842,471FD881,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,26,43906588,3AFF0192,3C8BC240,43903520,3B0755B4,477B75D0,477F7458,4715428D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,27,4390D71B,3B0CCBAC,3C8F7D80,4390A83E,3B13CBA1,4781B970,4783B0FB,470B1F58,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,28,43914400,3B1A1620,3C931F3A,439116A5,3B205234,4785A886,4787981E,4701685F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,29,4391AC73,3B2758E3,3C96A7A7,43918092,3B2CE100,478987B5,478B6F1C,46F02FB9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,30,439210AA,3B348CEB,3C9A16FD,4391E63D,3B396FF3,478D5682,478F3572,46DE5155,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,31,439270D2,3B41AB43,3C9D6D35,439247D4,3B45F6E3,47911463,4792EA95,46CD2C90,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,32,4392CD16,3B4EAD5E,3CA0AA7C,4392A580,3B526DFB,4794C0C7,47968DEA,46BCB95A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,33,43932598,3B5B8C66,3CA3CEA5,4392FF68,3B5ECE1E,47985B0D,479A1ECA,46ACF0AE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,34,43937A79,3B6841F2,3CA6D9C5,439355AB,3B6B0FEE,479BE286,479D9C7B,469DCC6A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,35,4393CBD1,3B74C707,3CA9CB7E,4393A865,3B772C0A,479F5670,47A10632,468F4748,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,36,439419B6,3B808A6F,3CACA396,4393F7A9,3B818D54,47A2B5F3,47A45B0A,46815CDB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,37,43946438,3B869214,3CAF61A1,4394438D,3B876A7B,47A60021,47A79A06,466812EB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,38,4394AB64,3B8C76C6,3CB20536,43948C1C,3B8D28E0,47A933EB,47AAC205,464E94A4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,39,4394EF3E,3B923447,3CB48D78,4394D160,3B92C4FA,47AC501F,47ADD1BE,46363AF3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,27000.0,40,43952FC5,3B9522A6,3CB6F968,4395135A,3B983A1B,47AF535C,47B0C7B3,461F03E3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
