case,k,ux,vx,tx,qvx,qcx,qix,p2d,pi2d,p2di_k,p2di_kp1,dz8w,rthraten,qmix,utnp,vtnp,ttnp,rthblten,qvtnp,qctnp,qitnp,exch_hx,exch_mx,qmixtnp,utnp_ctopo,vtnp_ctopo
4,1, 6.0187501907348633E+000,-1.4900000095367432E+000, 3.0002398681640625E+002, 1.1940149590373039E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9853156250000000E+004, 9.9958020448684692E-001, 1.0000000000000000E+005, 9.9706312500000000E+004, 2.5000000000000000E+001, 0.0000000000000000E+000, 5.9700747951865196E-003,-2.2918383183423430E-004, 6.1857703258283436E-005,-1.9797594286501408E-003,-1.9805908668786287E-003,-3.7346037373708896E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,-2.0075177076250839E-009,-2.2918383183423430E-004, 6.1857703258283436E-005
4,2, 6.0712499618530273E+000,-1.4620000123977661E+000, 3.0009078979492188E+002, 1.1774152517318726E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9443078125000000E+004, 9.9840563535690308E-001, 9.9706312500000000E+004, 9.9179851562500000E+004, 4.5000000000000000E+001, 0.0000000000000000E+000, 5.8870762586593628E-003,-1.4570024404747528E-006, 3.8676793678860122E-007,-2.3698050881648669E-006,-2.3735894956189441E-006,-4.1392115429639276E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1220181137323380E-002, 1.1122018098831177E-001, 0.0000000000000000E+000,-1.4570024404747528E-006, 3.8676793678860122E-007
4,3, 6.1537499427795410E+000,-1.4179999828338623E+000, 3.0019454956054688E+002, 1.1517950333654881E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8802078125000000E+004, 9.9656260013580322E-001, 9.9179851562500000E+004, 9.8424312500000000E+004, 6.5000000000000000E+001, 0.0000000000000000E+000, 5.7589751668274403E-003,-2.1192762744703941E-007,-1.1391109921987663E-007,-1.6895932049010298E-006,-1.6954210195763153E-006, 6.4157779089413225E-010, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1557096391916275E-002, 1.1155709624290466E-001, 3.2078889544706612E-010,-2.1192762744703941E-007,-1.1391109921987663E-007
4,4, 6.2662501335144043E+000,-1.3580000400543213E+000, 3.0033380126953125E+002, 1.1177542619407177E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7934640625000000E+004, 9.9405491352081299E-001, 9.8424312500000000E+004, 9.7444976562500000E+004, 8.5000000000000000E+001, 0.0000000000000000E+000, 5.5887713097035885E-003,-7.4174671738092002E-008,-3.7087335869046001E-008,-3.3706831459312525E-007,-3.3908420959960495E-007, 1.9661254568870135E-010, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3066029176115990E-002, 1.0306603461503983E-001, 9.8306272844350673E-011,-7.4174671738092002E-008,-3.7087335869046001E-008
4,5, 6.4087500572204590E+000,-1.2820000648498535E+000, 3.0050646972656250E+002, 1.0760765522718430E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.6846812500000000E+004, 9.9088758230209351E-001, 9.7444976562500000E+004, 9.6248648437500000E+004, 1.0500000000000000E+002, 0.0000000000000000E+000, 5.3803827613592148E-003,-1.5894572769070692E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0348028857409819E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0002153925597668E-002, 1.0000861436128616E-001, 5.1740144287049095E-012,-1.5894572769070692E-008,-1.0596381549987655E-008
4,6, 6.5812501907348633E+000,-1.1900000572204590E+000, 3.0068524169921875E+002, 1.0276981629431248E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.5546109375000000E+004, 9.8706686496734619E-001, 9.6248648437500000E+004, 9.4843578125000000E+004, 1.2500000000000000E+002, 0.0000000000000000E+000, 5.1384908147156239E-003,-1.5894572769070692E-008,-1.0596381549987655E-008,-3.3469879667791247E-007,-3.3908420959960495E-007, 2.0696057714819638E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0002666153013706E-002, 1.0001066327095032E-001, 1.0348028857409819E-011,-1.5894572769070692E-008,-1.0596381549987655E-008
4,7, 6.7837500572204590E+000,-1.0820000171661377E+000, 3.0012057495117188E+002, 9.7367428243160248E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.4041484375000000E+004, 9.8260051012039185E-001, 9.4843578125000000E+004, 9.3239382812500000E+004, 1.4500000000000000E+002, 0.0000000000000000E+000, 4.8683714121580124E-003,-1.5894572769070692E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0696057714819638E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0013036429882050E-002, 1.0005214810371399E-001, 1.0348028857409819E-011,-1.5894572769070692E-008,-9.2718339672615002E-009
4,8, 7.0162501335144043E+000,-9.5800000429153442E-001, 2.9947100830078125E+002, 9.1513982042670250E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.2343140625000000E+004, 9.7749739885330200E-001, 9.3239382812500000E+004, 9.1446890625000000E+004, 1.6500000000000000E+002, 0.0000000000000000E+000, 4.5756991021335125E-003,-2.1192763099975309E-008,-8.6095601758984230E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1044087439591195E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0013864375650883E-002, 1.0005546361207962E-001, 1.5522043719795597E-011,-2.1192763099975309E-008,-8.6095601758984230E-009
4,9, 7.2787499427795410E+000,-8.1800001859664917E-001, 2.9873593139648438E+002, 8.5327066481113434E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.0462484375000000E+004, 9.7176760435104370E-001, 9.1446890625000000E+004, 8.9478078125000000E+004, 1.8500000000000000E+002, 0.0000000000000000E+000, 4.2663533240556717E-003,-1.0596381549987655E-008,-9.9341077586245774E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0348028857409819E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0014428757131100E-002, 1.0005771368741989E-001, 5.1740144287049095E-012,-1.0596381549987655E-008,-9.9341077586245774E-009
4,10, 7.5712499618530273E+000,-6.6200000047683716E-001, 2.9791494750976562E+002, 7.8924503177404404E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.8411984375000000E+004, 9.6542263031005859E-001, 8.9478078125000000E+004, 8.7345898437500000E+004, 2.0500000000000000E+002, 0.0000000000000000E+000, 3.9462251588702202E-003,-2.6490953430879927E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0696057714819638E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0014810599386692E-002, 1.0005924105644226E-001, 1.0348028857409819E-011,-2.6490953430879927E-008,-7.9472863845353459E-009
4,11, 7.8937501907348633E+000,-4.9000000953674316E-001, 2.9700741577148438E+002, 7.2420667856931686E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6205015625000000E+004, 9.5847487449645996E-001, 8.7345898437500000E+004, 8.5064132812500000E+004, 2.2500000000000000E+002, 0.0000000000000000E+000, 3.6210333928465843E-003,-2.1192763099975309E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0696057714819638E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0015073232352734E-002, 1.0006029158830643E-001, 1.0348028857409819E-011,-2.1192763099975309E-008,-9.2718339672615002E-009
4,12, 8.2462501525878906E+000,-3.0200004577636719E-001, 2.9601272583007812E+002, 6.5923291258513927E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3855703125000000E+004, 9.5093792676925659E-001, 8.5064132812500000E+004, 8.2647281250000000E+004, 2.4500000000000000E+002, 0.0000000000000000E+000, 3.2961645629256964E-003,-2.1192763099975309E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0696057714819638E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0015253908932209E-002, 1.0006102174520493E-001, 1.0348028857409819E-011,-2.1192763099975309E-008,-9.2718339672615002E-009
4,13, 8.6287498474121094E+000,-9.8000049591064453E-002, 2.9493032836914062E+002, 5.9530679136514664E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1378828125000000E+004, 9.4282662868499756E-001, 8.2647281250000000E+004, 8.0110382812500000E+004, 2.6500000000000000E+002, 0.0000000000000000E+000, 2.9765339568257332E-003,-2.1192763099975309E-008,-9.3546184132264898E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0348028857409819E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0015382431447506E-002, 1.0006153583526611E-001, 5.1740144287049095E-012,-2.1192763099975309E-008,-9.3546184132264898E-009
4,14, 9.0412502288818359E+000, 1.2199997901916504E-001, 2.9375958251953125E+002, 5.3329612128436565E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.8789625000000000E+004, 9.3415671586990356E-001, 8.0110382812500000E+004, 7.7468859375000000E+004, 2.8500000000000000E+002, 0.0000000000000000E+000, 2.6664806064218283E-003,-2.1192763099975309E-008,-9.4374019710130597E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0348028857409819E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0015479288995266E-002, 1.0006192326545715E-001, 5.1740144287049095E-012,-2.1192763099975309E-008,-9.4374019710130597E-009
4,15, 9.4837503433227539E+000, 3.5799992084503174E-001, 2.9249990844726562E+002, 4.7393813729286194E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.6103617187500000E+004, 9.2494475841522217E-001, 7.7468859375000000E+004, 7.4738375000000000E+004, 3.0500000000000000E+002, 0.0000000000000000E+000, 2.3696906864643097E-003,-2.1192763099975309E-008,-9.6029708629430388E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5522043719795597E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0015561245381832E-002, 1.0006225109100342E-001, 7.7610218598977987E-012,-2.1192763099975309E-008,-9.6029708629430388E-009
4,16, 9.9562501907348633E+000, 6.0999989509582520E-001, 2.9115075683593750E+002, 4.1783093474805355E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.3336531250000000E+004, 9.1520863771438599E-001, 7.4738375000000000E+004, 7.1934679687500000E+004, 3.2500000000000000E+002, 0.0000000000000000E+000, 2.0891546737402678E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0348028857409819E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0017191059887409E-002, 1.0006876289844513E-001, 5.1740144287049095E-012,-1.0596381549987655E-008,-9.2718339672615002E-009
4,17, 1.0458749771118164E+001, 8.7800002098083496E-001, 2.8971151733398438E+002, 3.6543076857924461E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0504054687500000E+004, 9.0496671199798584E-001, 7.1934679687500000E+004, 6.9073429687500000E+004, 3.4500000000000000E+002, 0.0000000000000000E+000, 1.8271538428962231E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.7610218598977987E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0019480250775814E-002, 1.0007792711257935E-001, 3.8805109299488993E-012,-1.0596381549987655E-008,-9.2718339672615002E-009
4,18, 1.0991250038146973E+001, 1.1619999408721924E+000, 2.8818173217773438E+002, 3.1705552246421576E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.7621773437500000E+004, 8.9423835277557373E-001, 6.9073429687500000E+004, 6.6170117187500000E+004, 3.6500000000000000E+002, 0.0000000000000000E+000, 1.5852776123210788E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.7610218598977987E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0021946392953396E-002, 1.0008778423070908E-001, 3.8805109299488993E-012,-1.0596381549987655E-008,-9.2718339672615002E-009
4,19, 1.1553750038146973E+001, 1.4619998931884766E+000, 2.8656097412109375E+002, 2.7289222925901413E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4704992187500000E+004, 8.8304376602172852E-001, 6.6170117187500000E+004, 6.3239867187500000E+004, 3.8500000000000000E+002, 0.0000000000000000E+000, 1.3644611462950706E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0024599730968475E-002, 1.0009840130805969E-001, 1.2935036071762274E-012,-1.0596381549987655E-008,-7.9472863845353459E-009
4,20, 1.2146249771118164E+001, 1.7779998779296875E+000, 2.8484875488281250E+002, 2.3300894536077976E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.1768597656250000E+004, 8.7140357494354248E-001, 6.3239867187500000E+004, 6.0297328125000000E+004, 4.0500000000000000E+002, 0.0000000000000000E+000, 1.1650447268038988E-003,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0027457028627396E-002, 1.0010983049869537E-001, 2.5870072143524547E-012,-2.1192763099975309E-008,-7.9472863845353459E-009
4,21, 1.2768750190734863E+001, 2.1099998950958252E+000, 2.8304489135742188E+002, 1.9736937247216702E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.8826960937500000E+004, 8.5933929681777954E-001, 6.0297328125000000E+004, 5.7356597656250000E+004, 4.2500000000000000E+002, 0.0000000000000000E+000, 9.8684686236083508E-004,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0030535049736500E-002, 1.0012213885784149E-001, 1.2935036071762274E-012,-1.0596381549987655E-008,-7.9472863845353459E-009
4,22, 1.3421249389648438E+001, 2.4579999446868896E+000, 2.8114910888671875E+002, 1.6584885306656361E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.5893828125000000E+004, 8.4687292575836182E-001, 5.7356597656250000E+004, 5.4431058593750000E+004, 4.4500000000000000E+002, 0.0000000000000000E+000, 8.2924426533281803E-004,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0033845901489258E-002, 1.0013538599014282E-001, 2.5870072143524547E-012,-2.1192763099975309E-008,-7.9472863845353459E-009
4,23, 1.4103750228881836E+001, 2.8220000267028809E+000, 2.7916125488281250E+002, 1.3825183268636465E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2982199218750000E+004, 8.3402675390243530E-001, 5.4431058593750000E+004, 5.1533339843750000E+004, 4.6500000000000000E+002, 0.0000000000000000E+000, 6.9125916343182325E-004,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0037415660917759E-002, 1.0014966130256653E-001, 1.2935036071762274E-012,-2.1192763099975309E-008,-1.0596381549987655E-008
4,24, 1.4816249847412109E+001, 3.2019996643066406E+000, 2.7708139038085938E+002, 1.1432860046625137E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0104281250000000E+004, 8.2082378864288330E-001, 5.1533339843750000E+004, 4.8675222656250000E+004, 4.8500000000000000E+002, 0.0000000000000000E+000, 5.7164300233125687E-004,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2935036071762274E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0041252709925175E-002, 1.0016500949859619E-001, 6.4675180358811368E-013,-1.0596381549987655E-008,-7.9472863845353459E-009
4,25, 1.5558750152587891E+001, 3.5980000495910645E+000, 2.7490957641601562E+002, 9.3791744438931346E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7271398437500000E+004, 8.0728727579116821E-001, 4.8675222656250000E+004, 4.5867574218750000E+004, 5.0500000000000000E+002, 0.0000000000000000E+000, 4.6895872219465673E-004, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0045387782156467E-002, 1.0018155723810196E-001, 1.2935036071762274E-012, 0.0000000000000000E+000,-5.2981907749938273E-009
4,26, 1.6331249237060547E+001, 4.0099997520446777E+000, 2.7264608764648438E+002, 7.6330814044922590E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4493933593750000E+004, 7.9344075918197632E-001, 4.5867574218750000E+004, 4.3120292968750000E+004, 5.2500000000000000E+002, 0.0000000000000000E+000, 3.8165407022461295E-004,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0049832053482533E-002, 1.0019932687282562E-001, 9.7012773248722484E-013,-2.1192763099975309E-008,-5.2981907749938273E-009
4,27, 1.7133750915527344E+001, 4.4379997253417969E+000, 2.7029125976562500E+002, 6.1625562375411391E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1781289062500000E+004, 7.7930790185928345E-001, 4.3120292968750000E+004, 4.0442289062500000E+004, 5.4500000000000000E+002, 0.0000000000000000E+000, 3.0812781187705696E-004,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0054611600935459E-002, 1.0021845251321793E-001, 9.7012773248722484E-013,-2.1192763099975309E-008,-1.0596381549987655E-008
4,28, 1.7966251373291016E+001, 4.8819999694824219E+000, 2.6784567260742188E+002, 4.9356865929439664E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9141875000000000E+004, 7.6491272449493408E-001, 4.0442289062500000E+004, 3.7841464843750000E+004, 5.6500000000000000E+002, 0.0000000000000000E+000, 2.4678432964719832E-004, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0059746913611889E-002, 1.0023899376392365E-001, 3.2337590179405684E-013, 0.0000000000000000E+000,-5.2981907749938273E-009
4,29, 1.8828750610351562E+001, 5.3420000076293945E+000, 2.6530996704101562E+002, 3.9215688593685627E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.6583070312500000E+004, 7.5027918815612793E-001, 3.7841464843750000E+004, 3.5324679687500000E+004, 5.8500000000000000E+002, 0.0000000000000000E+000, 1.9607844296842813E-004,-2.1192763099975309E-008,-1.5894572769070692E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7012773248722484E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0065264999866486E-002, 1.0026106238365173E-001, 4.8506386624361242E-013,-2.1192763099975309E-008,-1.5894572769070692E-008
4,30, 1.9721250534057617E+001, 5.8179998397827148E+000, 2.6268502807617188E+002, 3.0909912311471999E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4111234375000000E+004, 7.3543131351470947E-001, 3.5324679687500000E+004, 3.2897792968750000E+004, 6.0500000000000000E+002, 0.0000000000000000E+000, 1.5454956155735999E-004,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0071179829537868E-002, 1.0028472542762756E-001, 3.2337590179405684E-013,-2.1192763099975309E-008,-5.2981907749938273E-009
